Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32587723,02/02/2016 10:25:05 AM,02/04/2016 03:50:04 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10304,45 CARMEL COURT,CARMEL COURT,DEAD END,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/12/2016 10:25:05 AM,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",02/04/2016 03:50:04 PM,02 STATEN ISLAND,STATEN ISLAND,959567,156152,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59524302372522,-74.08887841382834,"(40.59524302372522, -74.08887841382834)"
32583250,02/02/2016 10:25:22 AM,02/04/2016 02:12:56 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10031,WEST 134 STREET,WEST 134 STREET,AMSTERDAM AVENUE,BROADWAY,,,BLOCKFACE,NEW YORK,,N/A,Closed,,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212)  639-9675 with additional information.",02/04/2016 02:12:57 PM,09 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32588434,02/02/2016 10:25:28 AM,03/16/2016 08:59:22 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10461,1482 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,CHESBROUGH AVENUE,EASTCHESTER ROAD,,,ADDRESS,BRONX,,N/A,Closed,02/23/2016 10:25:28 AM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,03/16/2016 08:59:22 AM,10 BRONX,BRONX,1026908,246832,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.844068927258164,-73.84582271014148,"(40.844068927258164, -73.84582271014148)"
32584926,02/02/2016 10:26:52 AM,,DOT,Department of Transportation,Street Sign - Missing,Street Cleaning - ASP,Street,11373,41-50 78 STREET,78 STREET,BROADWAY,WOODSIDE AVENUE,,,ADDRESS,ELMHURST,,N/A,Assigned,07/31/2016 02:01:21 PM,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 180 (120 Biz) days from the date of inspection.,02/02/2016 02:01:53 PM,04 QUEENS,QUEENS,1015499,210465,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74429919170938,-73.88722701464378,"(40.74429919170938, -73.88722701464378)"
32585541,02/02/2016 10:27:42 AM,02/04/2016 03:45:42 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10306,7 CENTER PLACE,CENTER PLACE,DUSTAN STREET,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/12/2016 10:27:42 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,02/04/2016 03:45:42 PM,02 STATEN ISLAND,STATEN ISLAND,956213,144570,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56344276442828,-74.10090742769408,"(40.56344276442828, -74.10090742769408)"
32587714,02/02/2016 10:30:32 AM,02/03/2016 01:07:54 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10017,,,,,EAST   48 STREET,5 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",02/03/2016 01:07:54 PM,05 MANHATTAN,MANHATTAN,990313,215177,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75728557318907,-73.97811527626749,"(40.75728557318907, -73.97811527626749)"
32583768,02/02/2016 10:32:13 AM,02/03/2016 08:02:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11103,,,,,34 STREET,ASTORIA BOULEVARD,INTERSECTION,Astoria,,N/A,Closed,,,02/03/2016 08:02:00 AM,01 QUEENS,QUEENS,1007559,219686,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76963296499623,-73.91584930317036,"(40.76963296499623, -73.91584930317036)"
32584645,02/02/2016 10:34:00 AM,02/02/2016 10:55:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11204,,,,,20 AVENUE,51 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,,02/02/2016 10:55:00 AM,12 BROOKLYN,BROOKLYN,990464,166778,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62444140280241,-73.97761487726807,"(40.62444140280241, -73.97761487726807)"
32585945,02/02/2016 10:35:11 AM,02/05/2016 11:31:20 AM,DOT,Department of Transportation,Street Sign - Damaged,One Way,Street,10005,,,,,WALL STREET,HANOVER STREET,INTERSECTION,NEW YORK,,N/A,Closed,02/14/2016 03:05:43 PM,The Department of Transportation has completed the request or corrected the condition.,02/05/2016 11:31:20 AM,01 MANHATTAN,MANHATTAN,981807,196496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70601255265289,-74.00881135694782,"(40.70601255265289, -74.00881135694782)"
32583817,02/02/2016 10:37:29 AM,02/10/2016 07:50:18 AM,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,10465,3715 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DILL PLACE,RANDALL AVENUE,,,ADDRESS,BRONX,,N/A,Closed,02/18/2016 09:29:20 AM,The Department of Transportation has completed the request or corrected the condition.,02/10/2016 07:50:18 AM,10 BRONX,BRONX,1033491,240466,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.826561877358984,-73.82207680230213,"(40.826561877358984, -73.82207680230213)"
32598268,02/02/2016 10:37:44 AM,02/03/2016 01:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10472,2000 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,ELLIS AVENUE,PEDESTRIAN OVERPASS,,,ADDRESS,BRONX,,N/A,Closed,,,02/03/2016 01:40:00 PM,09 BRONX,BRONX,1023912,242369,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.831833268839866,-73.85667741806148,"(40.831833268839866, -73.85667741806148)"
32604425,02/02/2016 10:38:26 AM,02/03/2016 02:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10460,2123 BOSTON ROAD,BOSTON ROAD,BRONX PARK SOUTH,EAST  180 STREET,,,ADDRESS,BRONX,,N/A,Closed,,,02/03/2016 02:00:00 PM,06 BRONX,BRONX,1018046,246489,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.843165857932014,-73.87785400273388,"(40.843165857932014, -73.87785400273388)"
32588878,02/02/2016 10:39:29 AM,02/04/2016 10:23:24 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11211,,,,,SOUTH    5 STREET,SOUTH    5 PLACE,INTERSECTION,BROOKLYN,,N/A,Closed,02/12/2016 10:39:29 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",02/04/2016 10:23:24 AM,01 BROOKLYN,BROOKLYN,995080,198123,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71047199183678,-73.96093598734379,"(40.71047199183678, -73.96093598734379)"
32585753,02/02/2016 10:40:00 AM,02/01/2016 12:45:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,,,,,,WADSWORTH AVE,187 ST W,INTERSECTION,,,N/A,Pending,,,02/01/2016 12:45:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32586758,02/02/2016 10:40:00 AM,02/01/2016 12:30:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,ST NICHOLAS AVE,187 ST W,INTERSECTION,,,N/A,Pending,,,02/01/2016 12:30:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32585075,02/02/2016 10:40:31 AM,02/02/2016 10:49:09 AM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10025,9 WEST 96 STREET,WEST 96 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/12/2016 10:40:31 AM,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,02/02/2016 10:49:10 AM,07 MANHATTAN,MANHATTAN,993866,227796,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7919182651974,-73.96527247559524,"(40.7919182651974, -73.96527247559524)"
32589576,02/02/2016 10:40:40 AM,03/16/2016 08:39:59 AM,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11229,,,,,AVENUE U,HOMECREST AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,02/22/2016 10:40:40 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/16/2016 08:39:59 AM,15 BROOKLYN,BROOKLYN,995585,157338,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59852547620388,-73.95918299191548,"(40.59852547620388, -73.95918299191548)"
32587798,02/02/2016 10:41:00 AM,02/01/2016 02:15:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,FORT WASHINGTON AVE,190 ST W,INTERSECTION,,,N/A,Pending,,,02/01/2016 02:15:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32590260,02/02/2016 10:41:00 AM,02/01/2016 01:25:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,,,,,,CABRINI BLVD,190 ST W,INTERSECTION,,,N/A,Pending,,,02/01/2016 01:25:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32587719,02/02/2016 10:41:39 AM,02/05/2016 11:33:48 AM,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10014,570 HUDSON STREET,HUDSON STREET,PERRY STREET,WEST 11 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/17/2016 03:08:11 PM,The Department of Transportation has completed the request or corrected the condition.,02/05/2016 11:33:48 AM,02 MANHATTAN,MANHATTAN,982593,207293,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73564789525469,-74.00597908807325,"(40.73564789525469, -74.00597908807325)"
32590606,02/02/2016 10:42:00 AM,02/10/2016 12:21:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10069,160 FREEDOM PLACE,FREEDOM PLACE,66 ST W,70 ST W,RIVERSIDE BLVD,68 ST W,INTERSECTION,NEW YORK,,N/A,Closed,,,02/10/2016 12:21:00 AM,Unspecified MANHATTAN,MANHATTAN,987538,222380,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77705740827477,-73.98812826381631,"(40.77705740827477, -73.98812826381631)"
32588892,02/02/2016 10:42:27 AM,02/03/2016 12:42:09 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11432,153-27 88 AVENUE,88 AVENUE,153 STREET,PARSONS BOULEVARD,,,ADDRESS,JAMAICA,,N/A,Closed,02/12/2016 10:42:27 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,02/03/2016 12:42:09 PM,12 QUEENS,QUEENS,1038746,196709,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70642970744769,-73.80344366955471,"(40.70642970744769, -73.80344366955471)"
32591038,02/02/2016 10:43:00 AM,02/01/2016 10:42:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Pending,,,02/01/2016 10:42:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32582446,02/02/2016 10:43:00 AM,02/02/2016 10:43:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:43:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32588861,02/02/2016 10:43:00 AM,02/02/2016 10:43:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:43:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32590524,02/02/2016 10:43:21 AM,02/03/2016 08:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10308,20 EAST FIGUREA AVENUE,EAST FIGUREA AVENUE,ABINGDON AVENUE,ARMSTRONG AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/03/2016 08:40:00 AM,03 STATEN ISLAND,STATEN ISLAND,940379,140629,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5525612916309,-74.15786960890205,"(40.5525612916309, -74.15786960890205)"
32590420,02/02/2016 10:44:00 AM,02/02/2016 10:44:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:44:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32583966,02/02/2016 10:44:50 AM,03/14/2016 07:59:31 AM,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11231,400 COURT STREET,COURT STREET,CARROLL STREET,1 PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2016 10:44:50 AM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,03/14/2016 07:59:31 AM,06 BROOKLYN,BROOKLYN,985149,187239,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68060452091624,-73.99675874261104,"(40.68060452091624, -73.99675874261104)"
32582453,02/02/2016 10:45:00 AM,02/02/2016 10:45:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:45:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32588435,02/02/2016 10:45:20 AM,03/17/2016 10:54:35 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10003,60 EAST 12 STREET,EAST 12 STREET,BROADWAY,4 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/23/2016 10:45:20 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/17/2016 10:54:36 AM,02 MANHATTAN,MANHATTAN,986769,206372,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73311977358552,-73.99091083196046,"(40.73311977358552, -73.99091083196046)"
32584410,02/02/2016 10:45:59 AM,02/05/2016 10:25:47 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11385,,,,,STOCKHOLM STREET,SENECA AVENUE,INTERSECTION,RIDGEWOOD,,N/A,Closed,,"The Department of Transportation inspected the condition and issued a summons to the responsible party.  A re-inspection will be done within 10 days.  If the condition still exists, a second summons will be issued.  In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",02/05/2016 10:25:47 AM,05 QUEENS,QUEENS,1007788,196937,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.707192023140976,-73.9151021605969,"(40.707192023140976, -73.9151021605969)"
32585401,02/02/2016 10:46:00 AM,02/01/2016 10:45:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Pending,,,02/01/2016 10:45:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32587007,02/02/2016 10:46:00 AM,02/02/2016 10:46:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:46:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32582407,02/02/2016 10:47:00 AM,02/02/2016 12:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11372,,,,,ROOSEVELT AVENUE,76 STREET,INTERSECTION,Jackson Heights,,N/A,Closed,,,02/02/2016 12:50:00 PM,03 QUEENS,QUEENS,1014848,211462,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.747037981076076,-73.88957183834457,"(40.747037981076076, -73.88957183834457)"
32584942,02/02/2016 10:48:58 AM,,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11230,852 EAST 15 STREET,EAST 15 STREET,PEDESTRIAN OVERPASS,AVENUE I,,,ADDRESS,BROOKLYN,,N/A,Assigned,07/31/2016 11:28:45 AM,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 180 (120 Biz) days from the date of inspection.,02/02/2016 11:28:55 AM,14 BROOKLYN,BROOKLYN,994790,168257,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62849685623084,-73.9620287197787,"(40.62849685623084, -73.9620287197787)"
32589131,02/02/2016 10:51:00 AM,02/02/2016 10:51:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,MANHATTAN BRIDGE,MANHATTAN BRIDGE,SAME AS FIRST CROSS ST,,,,BLOCKFACE,,,N/A,Closed,,,02/01/2016 10:51:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32585330,02/02/2016 10:52:35 AM,02/02/2016 04:37:12 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10018,231 WEST 40 STREET,WEST 40 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,02/12/2016 10:52:35 AM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,02/02/2016 04:37:12 PM,05 MANHATTAN,MANHATTAN,987320,214414,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75519287842069,-73.98891901853726,"(40.75519287842069, -73.98891901853726)"
32582659,02/02/2016 10:53:20 AM,02/05/2016 07:33:16 AM,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,10309,6097 AMBOY ROAD,AMBOY ROAD,MAGUIRE AVENUE,WOODVALE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/18/2016 07:07:03 AM,The Department of Transportation has completed the request or corrected the condition.,02/05/2016 07:33:16 AM,03 STATEN ISLAND,STATEN ISLAND,925909,130616,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.524994181393204,-74.20985334872509,"(40.524994181393204, -74.20985334872509)"
32583767,02/02/2016 10:54:15 AM,02/03/2016 08:37:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11102,,,,,25 STREET,30 AVENUE,INTERSECTION,Astoria,,N/A,Closed,,,02/03/2016 08:37:00 AM,01 QUEENS,QUEENS,1005004,219314,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.768618289751124,-73.92507456786171,"(40.768618289751124, -73.92507456786171)"
32589815,02/02/2016 10:57:46 AM,03/19/2016 06:02:02 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10003,41 UNION SQUARE WEST,UNION SQUARE WEST,EAST 16 STREET,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,02/22/2016 10:57:46 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/19/2016 06:02:02 AM,05 MANHATTAN,MANHATTAN,986896,207777,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7369761151131,-73.99045203232816,"(40.7369761151131, -73.99045203232816)"
32587711,02/02/2016 10:59:31 AM,02/03/2016 04:00:23 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10474,1194 RANDALL AVENUE,RANDALL AVENUE,WORTHEN STREET,TIFFANY STREET,,,ADDRESS,BRONX,,N/A,Closed,02/12/2016 10:59:31 AM,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",02/03/2016 04:00:23 PM,02 BRONX,BRONX,1014474,234933,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.811460907920114,-73.89081602146183,"(40.811460907920114, -73.89081602146183)"
32583053,02/02/2016 10:59:40 AM,03/18/2016 08:39:28 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11220,779 50 STREET,50 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2016 10:59:40 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/18/2016 08:39:28 AM,07 BROOKLYN,BROOKLYN,983087,172961,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64141453034624,-74.00419062111963,"(40.64141453034624, -74.00419062111963)"
32589554,02/02/2016 11:00:00 AM,02/07/2016 04:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11236,,,,,DITMAS AVENUE,ROCKAWAY PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,,02/07/2016 04:45:00 PM,17 BROOKLYN,BROOKLYN,1009376,176656,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65152093847471,-73.90945011598753,"(40.65152093847471, -73.90945011598753)"
